R0301|10000969|510050C1803A02600  |50ETF购3月2553A     |510050|50ETF   |EBS|E|C|      10185|     2.5530|20170727|20180328|20180328|20180329|20180328|0|        1169|     0.1961|     0.2280|     2.7810|N|     0.5061|     0.0001|         5721.12| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000970|510050C1803A02650  |50ETF购3月2602A     |510050|50ETF   |EBS|E|C|      10185|     2.6020|20170727|20180328|20180328|20180329|20180328|0|        1138|     0.1528|     0.1790|     2.7810|N|     0.4571|     0.0001|         5222.05| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000971|510050C1803A02700  |50ETF购3月2651A     |510050|50ETF   |EBS|E|C|      10185|     2.6510|20170727|20180328|20180328|20180329|20180328|0|        1171|     0.1089|     0.1300|     2.7810|N|     0.4081|     0.0001|         4722.99| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000972|510050C1803A02750  |50ETF购3月2700A     |510050|50ETF   |EBS|E|C|      10185|     2.7000|20170727|20180328|20180328|20180329|20180328|0|        1316|     0.0711|     0.0810|     2.7810|N|     0.3591|     0.0001|         4223.92| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000973|510050C1803A02800  |50ETF购3月2749A     |510050|50ETF   |EBS|E|C|      10185|     2.7490|20170727|20180328|20180328|20180329|20180328|0|        2056|     0.0390|     0.0390|     2.7810|N|     0.3171|     0.0001|         3796.15| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000974|510050P1803A02600  |50ETF沽3月2553A     |510050|50ETF   |EBS|E|P|      10185|     2.5530|20170727|20180328|20180328|20180329|20180328|0|       13204|     0.0052|     0.0052|     2.7810|N|     0.2377|     0.0001|         1873.12| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000975|510050P1803A02650  |50ETF沽3月2602A     |510050|50ETF   |EBS|E|P|      10185|     2.6020|20170727|20180328|20180328|20180329|20180328|0|       11002|     0.0090|     0.0090|     2.7810|N|     0.2513|     0.0001|         1946.76| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000976|510050P1803A02700  |50ETF沽3月2651A     |510050|50ETF   |EBS|E|P|      10185|     2.6510|20170727|20180328|20180328|20180329|20180328|0|        9306|     0.0155|     0.0155|     2.7810|N|     0.2676|     0.0001|         2232.76| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000977|510050P1803A02750  |50ETF沽3月2700A     |510050|50ETF   |EBS|E|P|      10185|     2.7000|20170727|20180328|20180328|20180329|20180328|0|        9393|     0.0278|     0.0290|     2.7810|N|     0.2909|     0.0001|         2869.32| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000978|510050P1803A02800  |50ETF沽3月2749A     |510050|50ETF   |EBS|E|P|      10185|     2.7490|20170727|20180328|20180328|20180329|20180328|0|        7102|     0.0463|     0.0463|     2.7810|N|     0.3180|     0.0001|         3544.58| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000985|510050C1803A02850  |50ETF购3月2798A     |510050|50ETF   |EBS|E|C|      10185|     2.7980|20170803|20180328|20180328|20180329|20180328|0|        4651|     0.0209|     0.0209|     2.7810|N|     0.2973|     0.0001|         3438.66| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000986|510050P1803A02850  |50ETF沽3月2798A     |510050|50ETF   |EBS|E|P|      10185|     2.7980|20170803|20180328|20180328|20180329|20180328|0|        2981|     0.0760|     0.0760|     2.7810|N|     0.3541|     0.0001|         4173.00| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000987|510050C1803A02550  |50ETF购3月2504A     |510050|50ETF   |EBS|E|C|      10185|     2.5040|20170807|20180328|20180328|20180329|20180328|0|         771|     0.2408|     0.2770|     2.7810|N|     0.5551|     0.0001|         6220.18| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000988|510050P1803A02550  |50ETF沽3月2504A     |510050|50ETF   |EBS|E|P|      10185|     2.5040|20170807|20180328|20180328|20180329|20180328|0|       14768|     0.0030|     0.0030|     2.7810|N|     0.2257|     0.0001|         1815.78| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000989|510050C1803A02500  |50ETF购3月2455A     |510050|50ETF   |EBS|E|C|      10185|     2.4550|20170814|20180328|20180328|20180329|20180328|0|        5098|     0.2887|     0.3260|     2.7810|N|     0.6041|     0.0479|         6719.25| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10000990|510050P1803A02500  |50ETF沽3月2455A     |510050|50ETF   |EBS|E|P|      10185|     2.4550|20170814|20180328|20180328|20180329|20180328|0|       24685|     0.0019|     0.0019|     2.7810|N|     0.2148|     0.0001|         1769.64| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10001009|510050C1803A02900  |50ETF购3月2847A     |510050|50ETF   |EBS|E|C|      10185|     2.8470|20170829|20180328|20180328|20180329|20180328|0|        5210|     0.0085|     0.0085|     2.7810|N|     0.2800|     0.0001|         2813.30| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10001010|510050P1803A02900  |50ETF沽3月2847A     |510050|50ETF   |EBS|E|P|      10185|     2.8470|20170829|20180328|20180328|20180329|20180328|0|        3117|     0.1140|     0.1140|     2.7810|N|     0.3921|     0.0001|         4560.03| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0010E   |        
R0301|10001025|510050C1806A02700  |50ETF购6月2651A     |510050|50ETF   |EBS|E|C|      10185|     2.6510|20171026|20180627|20180627|20180628|20180627|0|        2787|     0.1930|     0.1930|     2.7810|N|     0.4711|     0.0001|         5364.64| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0000E   |        
R0301|10001026|510050C1806A02750  |50ETF购6月2700A     |510050|50ETF   |EBS|E|C|      10185|     2.7000|20171026|20180627|20180627|20180628|20180627|0|        1367|     0.1645|     0.1645|     2.7810|N|     0.4426|     0.0001|         5074.37| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0000E   |        
R0301|10001027|510050C1806A02800  |50ETF购6月2749A     |510050|50ETF   |EBS|E|C|      10185|     2.7490|20171026|20180627|20180627|20180628|20180627|0|        1232|     0.1398|     0.1398|     2.7810|N|     0.4179|     0.0001|         4822.80| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0000E   |        
R0301|10001028|510050C1806A02850  |50ETF购6月2798A     |510050|50ETF   |EBS|E|C|      10185|     2.7980|20171026|20180627|20180627|20180628|20180627|0|        1991|     0.1180|     0.1180|     2.7810|N|     0.3944|     0.0001|         4427.62| 12.00|  7.00|           1|           1|          30|           1|          10|     0.0001|0000E   |        
